transaction_id,amount,customer_age,account_age_days,transactions_24h,avg_transaction_amount,failed_transactions_24h,refund_count_30d,chargeback_count,device_changes_7d,ip_changes_24h,location_change,account_velocity,merchant_category,hour,is_weekend,label
TX117482,1279.02,23,1468,2,176.14,0,0,0,0,1,0,0.2,Electronics,22,0,0
TX110177,1899.93,60,841,4,6184.81,1,0,1,0,0,0,0.4,Grocery,21,0,0
TX101572,1470.79,19,252,3,315.53,0,0,0,0,1,0,0.3,Electronics,14,0,0
TX102299,243.94,25,1568,3,1679.86,1,0,0,0,0,1,0.3,Food,7,1,0
TX101655,816.15,34,1850,3,376.4,0,1,0,0,0,0,0.3,Fashion,20,0,0
TX100078,1202.02,45,1866,1,673.67,0,1,0,0,0,0,0.1,Food,6,0,0
TX105171,306.87,56,373,4,1450.91,0,0,0,0,1,0,0.4,Fashion,5,0,0
TX111326,1253.34,62,293,4,277.42,0,0,0,0,0,0,0.4,Services,21,0,0
TX105749,413.06,28,71,4,529.1,0,0,0,0,1,0,0.4,Travel,3,0,0
TX114614,388.47,55,1740,4,296.92,2,1,0,0,0,1,0.4,Gaming,8,1,0
TX112541,531.37,39,1514,3,28.53,1,2,0,0,0,0,0.3,Grocery,0,0,1
TX101675,794.47,25,833,4,688.25,0,0,0,0,0,1,0.4,Electronics,19,0,0
TX112744,1490.25,44,747,6,386.19,1,0,0,0,1,0,0.6,Services,13,1,0
TX111218,2083.66,47,824,3,374.83,0,0,0,1,0,0,0.3,Electronics,4,1,0
TX109220,1460.28,41,581,3,1613.58,0,0,0,0,1,1,0.3,Grocery,8,0,0
TX101771,5973.28,26,1387,2,725.31,0,0,0,0,0,0,0.2,Travel,8,0,0
TX119567,996.64,63,129,4,764.99,0,0,0,0,0,0,0.4,Electronics,19,0,0
TX117575,501.92,56,745,2,487.6,0,1,0,0,0,0,0.2,Gaming,0,0,0
TX101424,385.75,44,1171,7,788.25,1,1,0,0,0,0,0.7,Fashion,21,0,0
TX108174,684.88,48,583,1,608.71,0,0,0,0,1,0,0.1,Travel,9,0,0
TX117843,4180.77,56,128,5,1541.35,0,1,0,0,0,0,0.5,Food,8,0,0
TX108873,811.86,26,713,1,548.9,0,1,0,0,0,0,0.1,Fashion,16,0,0
TX110120,13402.17,34,1513,5,1808.32,0,0,0,1,0,1,0.5,Fashion,5,1,1
TX106232,912.3,37,604,4,597.1,0,0,0,0,1,0,0.4,Electronics,11,0,0
TX108960,1737.87,41,58,9,538.69,0,0,0,0,0,0,0.9,Gaming,6,0,0
TX114059,401.54,57,1521,4,2176.64,0,0,0,0,0,0,0.4,Grocery,3,1,0
TX111383,264.83,56,653,3,687.78,0,0,0,0,0,0,0.3,Fashion,8,1,0
TX105215,1815.81,56,739,1,1360.48,0,0,0,1,0,0,0.1,Food,19,0,0
TX102100,1597.84,43,1938,4,422.67,1,2,0,1,0,0,0.4,Services,13,0,0
TX109126,1940.97,50,1696,5,856.26,0,0,0,0,0,0,0.5,Electronics,1,0,0
TX110530,5119.19,34,1475,2,308.63,0,0,0,1,1,0,0.2,Services,23,1,1
TX115975,1166.53,63,446,2,158.44,1,1,0,0,1,0,0.2,Fashion,8,0,0
TX117572,910.75,51,1079,6,205.59,1,1,0,0,0,0,0.6,Grocery,5,1,0
TX111234,997.97,22,822,8,273.93,2,0,0,0,0,0,0.8,Travel,3,1,0
TX106690,1760.13,63,1747,2,1163.07,1,0,0,0,2,1,0.2,Fashion,13,0,0
TX102586,293.17,46,1796,5,573.44,1,1,0,0,0,0,0.5,Electronics,11,0,0
TX105671,1148.26,57,1342,7,2375.66,1,0,0,0,0,0,0.7,Fashion,4,1,0
TX118142,6528.41,59,413,1,1524.61,1,0,0,0,0,0,0.1,Electronics,19,1,0
TX112360,5115.9,25,1950,4,554.96,0,1,0,0,0,0,0.4,Electronics,10,1,0
TX104685,2133.18,27,1692,6,1976.55,0,0,1,0,1,1,0.6,Grocery,5,1,1
TX119228,2246.59,56,689,3,390.62,0,0,0,1,0,0,0.3,Food,18,0,0
TX100908,2091.18,20,785,4,672.61,1,0,0,0,0,0,0.4,Food,7,0,0
TX105291,1731.4,44,45,2,647.99,0,0,0,0,0,0,0.2,Food,20,1,0
TX105828,1287.67,38,831,3,427.53,1,1,0,0,1,0,0.3,Grocery,23,1,0
TX115111,1329.01,60,696,6,588.18,2,1,0,0,2,0,0.6,Grocery,17,0,0
TX104231,4253.82,19,1476,4,1634.69,0,0,0,0,0,0,0.4,Grocery,17,0,0
TX116041,3079.55,30,1652,5,646.16,0,1,0,0,1,0,0.5,Gaming,6,0,0
TX100985,344.34,56,360,7,865.11,0,1,0,0,0,0,0.7,Grocery,22,0,0
TX119487,1142.3,64,1909,2,1378.3,0,0,0,0,0,0,0.2,Travel,15,1,0
TX103927,1741.47,37,1279,3,361.39,1,1,0,0,0,0,0.3,Electronics,6,1,0
TX118194,1619.46,29,1272,8,619.17,2,1,0,1,0,0,0.8,Food,6,0,0
TX118830,472.52,18,9,2,3928.59,0,0,0,0,0,0,0.2,Grocery,12,0,0
TX112935,291.54,45,1987,7,1993.21,2,0,0,0,0,0,0.7,Electronics,17,0,0
TX119989,725.79,54,1944,4,1450.4,0,0,0,0,0,0,0.4,Services,7,0,0
TX101003,574.25,25,1033,2,549.07,0,1,0,0,0,0,0.2,Travel,23,0,0
TX101507,2850.66,20,1413,3,1275.14,0,1,0,0,1,0,0.3,Grocery,6,1,0
TX111253,2163.26,24,841,3,1264.12,0,1,0,0,0,0,0.3,Travel,16,0,0
TX101448,3783.04,64,295,6,1016.76,1,2,1,0,0,0,0.6,Electronics,4,1,1
TX117212,3106.05,37,230,2,233.11,0,0,0,0,0,0,0.2,Grocery,21,0,0
TX115911,809.76,51,953,5,4129.01,1,0,0,0,0,0,0.5,Grocery,19,1,0
TX109829,570.7,28,917,7,560.07,1,0,0,0,1,0,0.7,Travel,18,0,0
TX101855,560.81,20,785,1,2150.23,1,0,0,0,0,0,0.1,Food,20,0,0
TX111934,753.0,53,290,4,480.59,1,0,0,0,0,0,0.4,Electronics,20,0,0
TX118680,1263.4,63,1197,3,1807.19,0,1,1,0,0,0,0.3,Fashion,14,0,0
TX102103,3379.34,63,1749,2,458.71,0,1,1,0,1,0,0.2,Travel,1,0,1
TX101485,2786.64,45,289,3,369.32,0,0,0,1,1,0,0.3,Electronics,10,0,0
TX108917,660.03,48,412,4,628.59,1,0,0,0,0,0,0.4,Services,3,0,0
TX103255,1271.67,55,1296,3,1434.48,0,0,0,0,0,1,0.3,Gaming,18,0,0
TX116462,1795.64,50,1277,6,829.15,0,2,0,0,0,0,0.6,Food,12,0,0
TX114499,2156.2,58,629,6,386.42,1,0,0,0,0,0,0.6,Services,1,1,0
TX101119,3135.85,63,891,5,923.19,2,0,0,0,0,0,0.5,Fashion,15,0,0
TX112030,1687.97,18,693,2,547.91,0,1,0,0,0,1,0.2,Grocery,3,1,0
TX100362,983.62,52,1007,2,3650.01,0,2,0,0,0,0,0.2,Grocery,11,0,0
TX102871,1734.35,64,814,5,1228.66,0,0,0,0,2,0,0.5,Services,6,1,0
TX113224,3116.25,54,1317,5,347.58,0,1,0,1,0,0,0.5,Food,12,0,0
TX117164,635.41,57,201,2,2655.8,0,2,0,0,0,0,0.2,Fashion,21,0,0
TX102561,1194.74,62,1908,4,783.16,1,1,0,0,1,0,0.4,Grocery,5,0,0
TX109386,494.86,26,1601,6,302.85,1,0,0,0,0,0,0.6,Fashion,7,0,0
TX119856,821.48,53,753,4,2207.77,0,0,1,1,1,0,0.4,Electronics,6,0,0
TX115211,684.72,26,712,2,832.5,1,1,0,0,0,0,0.2,Grocery,12,1,0
TX117864,327.02,18,173,2,255.11,0,0,0,1,1,0,0.2,Electronics,22,1,0
TX119704,1234.01,59,1649,1,682.59,0,0,0,0,0,0,0.1,Electronics,23,0,0
TX100453,1815.37,55,1583,3,494.41,1,0,0,2,0,0,0.3,Travel,13,0,0
TX112167,1006.4,41,800,5,438.0,0,0,0,1,0,0,0.5,Fashion,23,1,0
TX112353,900.23,47,1961,6,1961.72,2,1,0,0,0,0,0.6,Food,10,0,0
TX103312,8831.21,21,1912,5,405.31,1,0,0,0,2,0,0.5,Grocery,12,1,1
TX113196,4212.77,39,635,4,386.58,1,0,0,0,0,0,0.4,Services,4,0,0
TX108727,2715.65,33,168,2,2058.25,0,0,0,0,2,0,0.2,Grocery,7,1,0
TX106465,2462.94,44,1658,7,324.71,0,0,0,0,0,0,0.7,Fashion,7,1,0
TX107884,1263.44,29,662,2,1483.18,0,0,0,0,0,1,0.2,Services,18,0,0
TX101327,949.48,29,608,2,313.67,0,0,0,0,2,0,0.2,Grocery,12,0,0
TX119272,2611.24,59,484,5,896.09,1,0,0,0,0,0,0.5,Electronics,21,0,0
TX117822,288.18,57,369,6,1044.85,1,0,0,0,2,0,0.6,Grocery,21,1,0
TX110652,744.28,58,1973,3,638.35,1,0,0,0,0,0,0.3,Electronics,23,1,0
TX119709,1375.52,62,1008,6,551.08,1,0,1,1,0,0,0.6,Electronics,5,1,0
TX109448,748.72,35,1319,4,1377.58,1,1,0,0,0,0,0.4,Gaming,19,0,0
TX101128,1028.51,38,1795,4,582.84,1,1,0,0,0,0,0.4,Fashion,20,1,0
TX100022,1173.24,51,369,6,908.42,0,1,0,0,2,0,0.6,Grocery,2,0,0
TX119677,1976.79,32,441,3,1419.05,0,0,0,0,0,0,0.3,Food,2,0,0
TX114263,2719.55,59,1933,4,1330.15,1,0,0,0,0,0,0.4,Services,8,0,0
TX112089,145.47,21,950,5,583.88,2,0,0,0,2,0,0.5,Travel,21,1,0
TX100693,2030.29,43,62,5,950.22,2,0,0,0,0,0,0.5,Food,10,1,0
TX110340,698.73,21,632,3,258.26,0,0,0,0,1,0,0.3,Fashion,9,0,0
TX117751,920.15,27,807,2,632.82,0,0,0,1,2,0,0.2,Services,23,0,0
TX117645,979.49,37,566,3,2571.76,1,1,0,0,0,0,0.3,Electronics,13,0,0
TX101836,349.42,26,1580,2,607.33,1,0,0,0,2,0,0.2,Electronics,10,1,0
TX107770,2674.04,63,1140,4,1446.6,0,1,0,0,0,0,0.4,Fashion,18,0,0
TX113007,772.89,29,710,5,1167.69,1,0,0,0,0,0,0.5,Grocery,10,1,0
TX102796,1945.22,38,720,3,1552.66,0,1,0,0,1,0,0.3,Electronics,1,0,0
TX116179,842.01,20,1270,2,1177.44,0,0,0,0,0,0,0.2,Electronics,20,1,0
TX108171,3881.03,37,708,4,776.52,0,0,0,0,0,0,0.4,Grocery,3,0,0
TX103568,1372.43,62,1623,1,428.31,0,0,0,0,1,0,0.1,Food,16,0,0
TX102832,5233.78,55,1570,1,319.15,0,0,0,0,0,0,0.1,Food,5,1,0
TX117721,5472.03,48,859,3,2428.45,0,1,0,0,0,0,0.3,Gaming,7,0,0
TX117950,3432.22,46,205,2,464.22,0,0,0,2,2,0,0.2,Services,12,1,0
TX119096,4273.96,50,224,2,8328.19,0,0,0,1,0,0,0.2,Food,21,1,0
TX118726,438.8,35,1607,5,4725.54,0,0,0,0,1,0,0.5,Grocery,4,0,0
TX101992,3600.81,42,811,4,1299.43,0,1,0,0,2,0,0.4,Services,22,0,0
TX105194,173.02,56,678,6,247.74,0,0,0,1,1,0,0.6,Fashion,6,0,0
TX103195,167.33,51,732,2,364.15,1,1,0,2,0,0,0.2,Grocery,4,0,0
TX100287,1974.99,37,1319,2,189.38,0,1,0,0,0,0,0.2,Fashion,2,1,0
TX108085,1387.33,56,1812,5,2047.94,0,0,0,0,0,0,0.5,Fashion,16,1,0
TX105327,1363.49,50,1717,3,2501.05,0,0,0,0,0,1,0.3,Grocery,21,0,0
TX119645,1553.43,20,319,3,2133.97,0,3,0,0,1,0,0.3,Food,19,0,0
TX107054,1265.21,41,1776,6,263.91,0,1,0,0,0,0,0.6,Electronics,4,0,0
TX118849,854.13,22,218,4,1021.63,1,1,0,0,0,0,0.4,Fashion,0,0,0
TX104488,2646.91,37,1256,6,1248.09,3,0,0,0,2,0,0.6,Electronics,4,0,0
TX117311,10504.95,43,1125,5,1159.08,0,1,0,0,0,0,0.5,Travel,1,0,0
TX103789,4037.08,44,301,7,870.48,1,0,0,0,0,0,0.7,Fashion,0,0,0
TX104237,774.87,54,1666,5,326.71,1,0,0,0,0,0,0.5,Fashion,8,0,0
TX105214,1572.46,57,1518,3,2326.39,1,1,0,1,1,0,0.3,Services,9,0,0
TX112827,252.67,63,522,5,418.18,0,0,0,0,0,0,0.5,Food,5,0,0
TX109992,2126.36,54,1187,3,1567.96,0,0,0,0,0,0,0.3,Food,2,1,0
TX111167,2873.33,43,557,4,763.44,0,0,0,0,0,0,0.4,Services,15,0,0
TX108560,734.21,19,1671,4,970.76,1,0,0,0,2,0,0.4,Grocery,17,1,0
TX115392,2549.95,46,1580,3,1419.65,0,2,0,2,0,0,0.3,Electronics,23,1,0
TX109177,643.26,57,408,6,322.53,0,1,0,0,0,0,0.6,Grocery,21,0,0
TX105353,3506.1,47,411,6,1173.07,0,0,0,0,1,0,0.6,Food,14,0,0
TX114800,897.91,40,1669,3,816.28,0,0,0,2,0,1,0.3,Grocery,17,0,0
TX104014,1013.26,37,198,4,1028.97,0,0,0,0,0,0,0.4,Grocery,11,0,0
TX119838,1883.39,34,350,6,9623.16,0,0,0,0,1,0,0.6,Fashion,5,1,0
TX108489,531.93,40,1254,4,938.53,0,0,0,0,1,0,0.4,Food,16,0,0
TX119418,1644.77,22,501,3,740.8,2,0,0,2,1,0,0.3,Gaming,11,1,0
TX118420,531.3,42,606,5,213.03,0,0,0,0,0,0,0.5,Food,16,1,0
TX105489,746.61,54,579,3,2201.6,0,0,0,0,1,0,0.3,Food,19,0,0
TX101877,889.61,28,447,6,1330.67,1,0,1,0,0,1,0.6,Fashion,19,1,0
TX108476,1277.33,34,311,2,1475.46,0,0,1,0,1,0,0.2,Travel,13,0,0
TX102061,955.88,47,1333,3,1552.9,0,0,0,0,0,0,0.3,Services,7,0,0
TX107323,1401.02,41,327,9,531.89,0,0,0,0,1,1,0.9,Travel,11,0,0
TX103500,3571.14,60,1574,2,825.12,0,0,0,0,0,0,0.2,Food,5,0,0
TX113881,454.59,49,1923,2,1265.33,1,1,0,0,0,0,0.2,Grocery,18,0,0
TX110960,56.08,58,1693,3,282.8,1,0,0,0,0,0,0.3,Fashion,19,0,0
TX111125,2696.1,20,907,2,2605.67,0,0,0,1,0,1,0.2,Fashion,1,0,0
TX117255,2122.31,59,1687,6,891.66,0,2,0,0,0,0,0.6,Fashion,21,0,0
TX102625,463.55,63,183,4,491.94,1,0,1,1,1,0,0.4,Fashion,13,1,0
TX112953,322.29,34,529,3,763.61,0,0,0,1,0,0,0.3,Fashion,13,0,0
TX110707,448.62,50,661,5,385.22,1,1,0,0,0,0,0.5,Travel,15,0,0
TX100265,314.89,31,1562,5,1046.92,0,0,0,0,1,1,0.5,Food,11,0,0
TX111616,773.23,60,852,2,1363.15,0,0,0,1,1,0,0.2,Electronics,13,0,0
TX108382,1203.06,33,1953,2,1417.71,0,0,0,0,0,0,0.2,Grocery,5,0,0
TX115830,1062.17,60,313,5,1621.21,3,0,0,2,0,0,0.5,Gaming,16,0,0
TX116490,4431.96,54,1478,7,1261.44,0,0,0,0,0,0,0.7,Services,17,0,0
TX100034,2496.25,42,906,4,1402.73,0,0,0,1,0,0,0.4,Travel,2,1,0
TX100733,199.82,39,1439,2,3721.26,1,0,0,0,0,0,0.2,Services,23,0,0
TX107673,820.59,53,246,6,504.11,0,0,0,1,0,0,0.6,Fashion,12,0,0
TX115175,2063.49,62,87,3,161.2,1,0,0,0,1,0,0.3,Travel,20,0,0
TX101544,600.52,25,1191,6,1371.55,0,0,1,0,0,1,0.6,Electronics,19,0,0
TX103381,3606.7,45,714,3,567.43,0,0,0,1,0,0,0.3,Electronics,3,1,0
TX107516,6521.8,41,870,6,637.09,4,0,0,0,1,0,0.6,Grocery,6,0,1
TX104733,1760.6,53,358,4,961.98,1,0,0,0,0,0,0.4,Travel,18,0,0
TX101401,1875.54,22,1274,3,1067.16,0,1,0,0,0,0,0.3,Services,20,0,0
TX103361,202.89,64,1266,7,227.34,0,0,0,0,2,0,0.7,Services,22,0,0
TX105271,14587.34,40,474,5,1494.17,1,1,1,1,0,1,0.5,Gaming,2,1,1
TX109263,509.55,55,1091,6,394.35,1,0,0,1,1,0,0.6,Services,1,0,0
TX111228,844.71,60,1092,3,578.52,0,0,0,0,0,0,0.3,Electronics,1,0,0
TX119284,790.28,61,836,6,386.68,0,2,0,0,0,0,0.6,Fashion,15,0,0
TX106442,274.97,56,1663,4,562.21,0,0,0,0,2,0,0.4,Grocery,21,1,0
TX105967,3728.85,44,1200,4,1041.11,1,0,0,1,1,0,0.4,Grocery,11,0,0
TX101656,1297.85,39,640,2,639.83,0,0,0,0,0,0,0.2,Food,9,0,0
TX103075,6755.16,50,980,4,1108.09,1,0,0,0,0,0,0.4,Services,13,1,0
TX100306,3935.0,45,1330,4,439.83,0,0,0,0,0,0,0.4,Food,0,0,0
TX118035,769.84,28,1223,4,572.92,0,0,0,1,1,0,0.4,Fashion,3,0,0
TX119153,4989.93,44,669,4,1297.22,1,1,0,0,0,0,0.4,Grocery,11,0,0
TX106986,269.79,47,153,4,653.05,0,0,0,1,0,0,0.4,Services,18,1,0
TX112527,4159.75,53,1541,3,4905.64,0,0,0,0,1,0,0.3,Gaming,0,0,0
TX112498,911.77,27,1985,1,392.43,0,0,0,0,0,1,0.1,Food,16,0,0
TX108750,2646.68,39,1615,5,435.5,0,0,0,2,0,0,0.5,Food,6,0,0
TX102393,572.48,41,1908,4,574.63,1,0,0,0,0,0,0.4,Grocery,8,0,0
TX101886,488.04,21,1287,3,1093.58,0,0,0,0,0,0,0.3,Grocery,2,0,0
TX106600,302.03,49,46,4,833.2,0,0,0,0,0,0,0.4,Fashion,7,1,0
TX109802,10999.85,64,680,6,595.02,1,0,0,0,0,0,0.6,Gaming,22,0,0
TX101344,2834.31,52,82,3,542.15,0,0,0,0,0,1,0.3,Grocery,6,0,0
TX114488,414.03,64,705,4,193.55,1,0,0,0,1,0,0.4,Food,23,0,0
TX110104,464.88,33,957,5,928.84,0,0,0,0,0,0,0.5,Food,23,0,0
TX114972,3999.76,49,90,7,1203.53,0,0,1,0,0,0,0.7,Grocery,5,0,0
TX102853,1367.23,34,1789,7,976.88,1,0,0,0,1,0,0.7,Grocery,19,0,0
TX109892,762.67,36,463,2,174.67,0,0,0,0,1,0,0.2,Fashion,21,0,0
TX102333,767.37,24,1641,3,815.9,1,1,0,0,0,0,0.3,Services,11,0,0
TX119249,9261.73,35,982,6,623.32,1,1,1,0,0,0,0.6,Electronics,5,0,1
TX105333,3616.68,63,1315,3,2069.26,0,0,0,0,1,0,0.3,Grocery,12,1,0
TX111041,353.17,55,980,3,1176.87,0,0,0,0,1,0,0.3,Services,0,0,0
TX106307,2583.69,59,626,5,1623.37,2,0,0,0,0,0,0.5,Gaming,14,0,0
TX102841,240.65,52,255,6,1235.71,0,0,0,0,0,0,0.6,Services,1,0,0
TX108918,197.32,48,1295,2,2259.45,0,1,0,0,0,0,0.2,Fashion,15,0,0
TX101010,4094.48,37,1440,4,961.45,1,0,0,0,0,0,0.4,Food,3,1,0
TX109240,2396.93,55,76,1,1037.96,0,0,0,0,1,0,0.1,Electronics,20,0,0
TX118544,1448.75,39,715,1,975.37,0,0,0,0,1,0,0.1,Services,2,0,0
TX112272,933.64,34,1247,4,4021.79,0,2,0,0,0,0,0.4,Fashion,1,0,0
TX111845,983.53,55,742,3,2313.17,0,0,1,0,0,0,0.3,Fashion,16,0,0
TX113853,557.61,30,1395,2,1260.7,0,1,0,0,0,0,0.2,Services,20,1,0
TX102040,547.46,47,709,4,691.79,1,0,0,1,0,0,0.4,Services,13,1,0
TX112292,3382.71,25,1679,5,518.25,1,1,0,0,0,0,0.5,Electronics,6,0,0
TX116413,188.8,24,1223,3,500.97,1,1,0,0,0,0,0.3,Services,13,0,0
TX119901,629.76,39,1140,3,230.05,0,0,0,1,0,1,0.3,Gaming,19,0,0
TX104314,728.28,35,1981,5,1200.12,1,0,0,1,0,1,0.5,Services,13,0,0
TX107004,2224.88,30,679,5,905.29,2,0,0,0,1,1,0.5,Food,17,1,0
TX118466,1185.73,54,1737,4,1177.47,0,1,0,2,1,0,0.4,Services,21,0,0
TX103780,943.58,42,1709,2,691.77,0,0,0,0,0,0,0.2,Food,14,0,0
TX102558,1522.06,53,510,4,1207.39,0,0,0,0,0,0,0.4,Food,13,1,0
TX117491,369.47,42,1564,6,226.71,2,0,0,0,1,0,0.6,Electronics,19,0,0
TX105970,2909.43,40,1837,3,306.86,0,1,0,0,0,0,0.3,Electronics,2,0,0
TX119048,6140.8,28,1354,3,476.3,0,0,0,0,0,0,0.3,Fashion,4,0,0
TX105350,2025.9,49,1880,2,908.76,0,0,0,0,0,0,0.2,Food,4,0,0
TX113245,493.82,49,1570,4,1678.2,0,0,0,1,0,0,0.4,Grocery,6,1,0
TX103000,162.75,23,997,6,4226.49,0,0,0,0,0,0,0.6,Gaming,3,0,0
TX103814,309.67,59,292,4,279.28,0,0,0,0,0,0,0.4,Services,4,0,0
TX107865,396.4,50,25,2,1145.82,1,0,0,0,2,0,0.2,Fashion,4,0,0
TX103824,561.09,42,1778,2,1533.26,0,0,0,0,2,0,0.2,Electronics,5,0,0
TX114487,5049.94,38,1745,1,1733.59,0,0,0,0,0,0,0.1,Travel,13,0,0
TX100393,6846.27,42,480,3,1276.53,0,0,0,0,0,0,0.3,Grocery,7,0,0
TX114446,1041.36,44,696,4,629.55,0,0,0,0,0,0,0.4,Food,23,0,0
TX119566,588.89,29,410,4,535.44,0,0,0,0,1,0,0.4,Fashion,5,0,0
TX100020,4748.81,49,1731,5,4272.52,0,0,0,0,0,0,0.5,Services,21,0,0
TX110475,339.13,41,1512,5,1080.87,1,0,0,0,1,0,0.5,Services,9,0,0
TX113371,585.54,20,1694,8,2316.3,0,1,0,0,2,0,0.8,Food,9,0,0
TX107573,4835.52,62,1273,5,968.43,1,0,0,1,0,1,0.5,Food,6,0,1
TX117973,4866.56,51,1673,5,1011.55,1,0,0,0,0,0,0.5,Grocery,11,1,0
TX105101,1811.09,47,523,6,670.46,0,0,0,0,0,0,0.6,Services,8,0,0
TX119564,307.0,53,270,2,961.6,0,0,0,0,1,0,0.2,Gaming,22,0,0
TX101122,2077.1,29,390,5,566.81,0,0,0,1,0,0,0.5,Travel,15,0,0
TX101332,885.86,62,507,2,1453.86,0,0,0,0,0,0,0.2,Electronics,19,1,0
TX107230,387.95,41,967,4,1172.9,0,1,0,1,0,0,0.4,Electronics,2,1,0
TX119431,1096.71,59,600,2,584.45,1,0,1,1,2,0,0.2,Travel,22,0,0
TX112612,237.8,23,1335,2,9397.67,0,0,0,0,0,0,0.2,Electronics,0,0,0
TX119752,1155.6,28,849,5,334.84,0,0,0,0,0,0,0.5,Fashion,15,1,0
TX103154,388.17,24,1173,3,562.13,0,0,0,0,0,0,0.3,Services,15,1,0
TX112555,245.87,43,1276,3,475.37,0,0,0,0,0,0,0.3,Grocery,1,0,0
TX119867,144.74,45,908,5,785.65,0,2,0,0,1,0,0.5,Fashion,9,1,0
TX110109,4078.45,57,611,3,416.94,0,2,0,0,0,0,0.3,Electronics,15,0,0
TX105613,1203.7,40,1401,6,861.0,1,1,0,0,0,0,0.6,Grocery,12,0,0
TX104407,746.25,58,312,2,2035.59,1,1,0,0,1,0,0.2,Services,4,0,0
TX104690,1009.58,61,1424,1,605.77,0,0,0,2,1,0,0.1,Electronics,16,1,0
TX113031,618.57,37,224,3,1790.76,0,0,0,0,0,0,0.3,Electronics,22,0,0
TX106818,1094.04,54,1813,6,488.53,2,0,0,0,0,1,0.6,Electronics,8,0,0
TX102820,829.74,35,1101,7,2322.7,4,0,0,0,1,0,0.7,Travel,10,1,0
TX107295,721.29,50,1090,4,579.79,0,1,0,0,1,0,0.4,Gaming,13,0,0
TX118733,1405.94,28,443,3,775.36,0,0,0,0,0,0,0.3,Fashion,16,1,0
TX103953,1940.12,36,905,3,156.96,0,0,0,0,0,0,0.3,Services,1,1,0
TX101087,1392.41,55,389,1,663.45,0,0,0,0,0,0,0.1,Grocery,8,1,0
TX108380,1214.14,18,248,6,558.63,0,1,0,0,0,0,0.6,Services,9,0,0
TX116437,257.72,32,509,2,735.53,0,0,0,0,0,1,0.2,Gaming,20,0,0
TX111969,73.14,56,50,4,312.01,0,0,0,0,1,0,0.4,Electronics,23,0,0
TX114219,4596.21,19,262,7,2382.49,1,1,0,0,0,0,0.7,Services,4,0,0
TX101144,922.35,58,480,2,1534.14,1,0,0,0,2,0,0.2,Grocery,22,1,0
TX102255,1577.56,34,87,4,872.03,0,1,0,0,0,0,0.4,Grocery,14,1,0
TX109673,221.15,54,323,2,1423.54,1,1,0,0,1,0,0.2,Services,17,0,0
TX118213,1731.55,39,672,7,403.12,0,0,0,0,1,0,0.7,Electronics,3,0,0
TX106838,615.16,47,375,4,1315.0,0,0,0,1,0,0,0.4,Electronics,16,0,0
TX106096,349.56,23,1489,3,889.52,0,0,0,0,0,1,0.3,Travel,9,1,0
TX104901,396.33,38,1314,2,172.07,1,1,0,0,0,1,0.2,Services,9,0,0
TX100965,4629.1,55,1313,7,1234.36,1,0,0,0,0,0,0.7,Services,19,1,0
TX106808,753.23,41,1388,3,187.51,0,0,0,0,1,1,0.3,Food,13,0,0
TX116181,1818.68,47,1545,6,753.41,0,0,0,0,0,0,0.6,Food,18,0,0
TX104137,1537.57,62,1446,3,1560.74,0,1,0,0,1,0,0.3,Services,14,0,0
TX107332,11722.76,22,248,6,471.84,1,0,0,0,0,0,0.6,Electronics,4,0,1
TX102466,511.18,53,1172,4,596.1,0,1,0,1,1,0,0.4,Food,3,0,0
TX119899,1989.88,26,234,2,1043.63,0,0,0,0,0,0,0.2,Fashion,3,0,0
TX106602,2731.54,36,979,4,386.25,0,0,0,1,0,0,0.4,Electronics,1,0,0
TX100685,2237.24,31,233,4,262.41,1,0,0,0,0,0,0.4,Services,19,1,0
TX100008,685.76,55,310,4,682.89,0,0,0,2,0,0,0.4,Food,3,0,0
TX117217,2158.46,18,875,3,569.33,0,2,0,1,0,0,0.3,Grocery,9,0,0
TX108916,6393.13,58,817,2,1226.39,0,0,0,0,0,0,0.2,Food,4,0,0
TX112733,8436.7,24,1529,3,337.53,0,1,0,0,0,0,0.3,Fashion,9,0,0
TX112432,219.2,53,537,2,1755.15,0,0,0,0,0,1,0.2,Fashion,11,1,0
TX115486,234.01,27,1017,6,440.97,1,0,0,0,0,0,0.6,Services,14,0,0
TX112506,1091.12,55,985,2,1047.36,1,0,0,0,0,0,0.2,Fashion,21,0,0
TX114010,650.65,45,1837,3,956.33,0,0,0,0,1,1,0.3,Grocery,14,0,0
TX113446,2210.85,39,1911,8,1600.91,0,1,0,0,1,0,0.8,Grocery,13,0,0
TX118021,9097.64,60,1538,2,1026.49,0,0,0,0,0,0,0.2,Gaming,19,0,0
TX117253,1543.98,41,955,4,991.93,2,1,0,0,0,0,0.4,Food,21,0,0
TX115699,396.22,57,517,2,832.5,0,1,0,0,0,0,0.2,Grocery,21,1,0
TX108313,468.26,33,1788,3,322.81,1,0,0,1,0,0,0.3,Food,11,0,0
TX104160,1110.79,54,993,1,930.94,0,1,0,0,0,0,0.1,Electronics,21,1,0
TX103852,4008.06,58,866,2,1149.93,0,0,0,0,0,0,0.2,Services,22,0,0
TX100470,832.93,27,780,3,2097.66,1,0,0,0,0,0,0.3,Food,18,0,0
TX113647,141.98,47,29,8,1146.16,0,0,1,0,0,0,0.8,Grocery,23,0,0
TX102846,608.58,48,1768,4,514.31,0,1,0,0,0,0,0.4,Grocery,18,0,0
